employee_id,date_of_birth,date_of_joining,exit_date,employment_status,exit_reason,retirement_age,spouse_eligible_flag,spouse_date_of_birth,superannuation_join_date,diagnostic_attained_age_years,diagnostic_joining_age_years,diagnostic_service_years,missing_date_of_birth_flag,missing_date_of_joining_flag,missing_retirement_age_flag,spouse_eligible_missing_dob_flag,dob_after_valuation_flag,doj_after_valuation_flag,doj_on_or_before_dob_flag,exit_before_joining_flag,active_with_exit_date_flag,inactive_without_exit_date_flag,active_with_exit_reason_flag,inactive_without_exit_reason_flag,status_exit_reason_mismatch_flag,superannuation_join_before_company_join_flag,superannuation_join_after_valuation_flag,unusual_joining_age_flag,impossible_attained_age_flag,active_past_retirement_age_flag
E07277,2005-10-30,2023-10-30,,Active,,60,No,,,20.83778234086242,17.998631074606433,2.839151266255989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07290,1983-12-16,2024-10-07,,Deceased,Death,60,Yes,1985-05-08,2025-07-06,42.71047227926078,40.8104038329911,1.9000684462696784,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07305,2005-12-16,2023-12-16,,Active,,60,No,,,20.709103353867214,17.998631074606433,2.7104722792607805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07330,1997-04-02,2015-04-02,,Active,,60,Yes,1999-09-20,2016-03-15,29.415468856947296,17.998631074606433,11.416837782340862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07350,1997-07-07,2015-07-07,,Active,,60,No,,2015-11-16,29.152635181382614,17.998631074606433,11.154004106776181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07355,2005-11-04,2023-11-04,,Active,,60,No,,,20.824093086926762,17.998631074606433,2.8254620123203287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07358,2005-07-21,2023-07-21,,Active,,60,No,,2023-10-25,21.114305270362767,17.998631074606433,3.1156741957563314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07370,1981-05-06,2013-12-31,,Exited,Withdrawal,60,Yes,1983-08-08,,45.322381930184804,32.65434633812457,12.668035592060233,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07403,1987-02-08,,,Active,,60,Yes,1987-03-31,2014-11-23,39.56194387405886,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07407,2004-09-10,2022-09-10,2023-03-08,Early Retired,Early Retirement,60,Yes,2004-01-11,,21.973990417522245,17.998631074606433,0.49007529089664614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07459,1996-04-09,,,Active,,60,Yes,1996-04-23,,30.39561943874059,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07469,1984-09-01,2019-06-24,,Exited,Withdrawal,60,Yes,1983-07-03,,41.998631074606436,34.809034907597535,7.189596167008898,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07473,1996-07-07,2014-07-07,2023-06-23,Exited,Withdrawal,60,Yes,1993-02-22,,30.151950718685832,17.998631074606433,8.960985626283367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07518,1991-04-02,,,Active,,60,Yes,1988-11-29,2017-12-18,35.41683778234086,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07563,2004-11-13,2022-11-13,,Active,,60,Yes,2002-01-06,,21.79876796714579,17.998631074606433,3.800136892539357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07573,1985-06-20,2017-09-16,,Exited,Withdrawal,60,Yes,1989-09-22,,41.19917864476386,32.24093086926762,8.958247775496236,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07612,2001-06-27,2019-06-27,,Active,,60,Yes,2005-02-03,2020-05-11,25.180013689253936,17.998631074606433,7.181382614647502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07620,2001-03-15,2019-03-15,,Active,,60,No,,,25.464750171115675,17.998631074606433,7.4661190965092405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07632,,2017-04-03,,Active,,60,Yes,1980-04-12,2017-06-26,,,9.412731006160165,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07646,2005-07-06,2023-07-06,,Active,,60,No,,,21.155373032169745,17.998631074606433,3.156741957563313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07658,,2019-02-15,2023-05-03,Exited,Withdrawal,60,Yes,1972-02-11,,,,4.210814510609172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07668,1992-11-08,2010-11-08,,Active,,60,Yes,1995-09-17,2015-02-17,33.81245722108145,17.998631074606433,15.813826146475018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07671,1997-02-04,2023-10-12,2026-05-15,Active,Withdrawal,60,No,,,29.571526351813826,26.68309377138946,2.5900068446269677,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E07691,1969-09-07,,,Active,,60,Yes,1968-11-06,2020-12-28,56.982888432580424,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07709,,2025-05-25,2026-08-13,Exited,Withdrawal,60,No,,2026-01-12,,,1.218343600273785,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07712,1965-10-26,2021-09-20,,Active,,60,Yes,1964-03-04,,60.84873374401095,55.90143737166324,4.947296372347707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E07725,2002-01-24,2021-05-26,,Exited,Withdrawal,60,No,,,24.602327173169062,19.3347022587269,5.2676249144421625,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07742,2000-08-02,2018-08-02,,Active,,60,No,,2019-02-10,26.080766598220396,17.998631074606433,8.082135523613964,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07785,1993-06-17,2011-06-17,,Active,,60,No,,,33.20739219712526,17.998631074606433,15.208761122518823,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07788,2001-08-20,2019-08-20,,Active,,60,No,,,25.032169746748803,17.998631074606433,7.0335386721423685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07789,1997-02-26,2015-02-26,,Active,,60,Yes,1994-03-18,,29.51129363449692,17.998631074606433,11.512662559890487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07807,1981-10-28,,,Active,,60,Yes,1983-05-03,2019-01-20,44.84325804243669,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07811,1992-04-28,2010-04-28,,Active,,60,No,,2014-10-29,34.34360027378508,17.998631074606433,16.344969199178646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07914,,2023-08-12,,Retired,Retirement,60,No,,,,,3.055441478439425,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07916,2004-05-30,2022-05-30,,Active,,60,No,,2022-08-23,22.255989048596852,17.998631074606433,4.257357973990418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07931,1992-03-02,,,Active,,60,No,,,34.49965776865161,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07942,1997-07-27,2015-07-27,2023-03-22,Deceased,Death,60,Yes,1990-06-13,,29.097878165639973,17.998631074606433,7.652292950034223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E07949,1989-04-14,2023-02-05,,Deceased,Death,60,Yes,1991-12-29,,37.38261464750171,33.81245722108145,3.57015742642026,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E07996,2001-12-09,2019-12-09,,Active,,60,No,,2020-01-04,24.72826830937714,17.998631074606433,6.729637234770705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08005,1986-11-14,2013-02-03,,Exited,Withdrawal,60,No,,2014-12-19,39.79739904175222,26.223134839151268,13.574264202600958,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08011,,2013-03-18,,Active,,60,No,,,,,13.456536618754278,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08018,2002-02-26,2020-02-26,,Active,,60,No,,2020-08-11,24.511978097193705,17.998631074606433,6.513347022587269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08055,1986-07-14,2011-02-13,,Exited,Withdrawal,60,Yes,1992-04-09,,40.134154688569474,24.58590006844627,15.548254620123203,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08080,1979-03-13,,,Active,,60,No,,2020-02-10,47.4715947980835,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08096,,2024-06-16,,Active,,60,Yes,1998-11-10,2024-10-20,,,2.209445585215606,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08104,2000-07-07,2018-07-07,,Active,,60,Yes,2008-07-09,2018-10-19,26.151950718685832,17.998631074606433,8.153319644079398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08115,1998-01-19,2016-01-19,,Active,,60,No,,2016-04-06,28.61601642710472,17.998631074606433,10.617385352498289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08191,,2024-09-14,2025-11-24,Retired,Retirement,60,Yes,2007-01-02,2025-08-29,,,1.1937029431895962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08193,2005-01-19,2023-01-19,,Active,,60,No,,2023-09-30,21.61533196440794,17.998631074606433,3.6167008898015056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08196,,2011-01-17,,Active,,60,No,,,,,15.62217659137577,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08197,1996-06-28,2014-06-28,,Active,,60,Yes,1994-12-21,,30.17659137577002,17.998631074606433,12.177960301163587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08206,1984-09-16,2019-02-04,,Disabled,Disability,60,No,,2020-01-19,41.95756331279945,34.38466803559206,7.572895277207392,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08208,1996-03-25,2014-03-25,,Active,,60,Yes,1998-12-30,2015-01-12,30.43668720054757,17.998631074606433,12.438056125941136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08210,2001-11-17,2019-11-17,,Active,,60,Yes,2000-04-14,,24.788501026694046,17.998631074606433,6.789869952087611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08230,1966-03-10,2016-10-30,,Active,,60,Yes,1968-01-24,2017-05-26,60.479123887748116,50.64202600958248,9.83709787816564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E08251,2001-12-18,2019-12-18,,Active,,60,No,,2020-10-02,24.70362765229295,17.998631074606433,6.704996577686516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08261,1992-08-17,2010-08-17,,Active,,60,Yes,1995-03-04,,34.039698836413415,17.998631074606433,16.041067761806982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08277,,2005-04-02,,Active,,60,Yes,1986-06-29,,,,21.415468856947296,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08306,2001-01-22,,,Active,,60,No,,,25.607118412046542,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08324,1983-04-07,2005-04-04,2022-05-16,Deceased,Withdrawal,60,No,,,43.403148528405204,21.99315537303217,17.114305270362767,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
E08325,1995-12-02,2018-05-15,,Exited,Withdrawal,60,Yes,1995-10-09,,30.748802190280628,22.45037645448323,8.2984257357974,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08352,1966-01-05,2005-02-13,,Active,,60,Yes,1963-06-28,2011-02-26,60.65434633812457,39.10746064339494,21.54688569472964,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E08398,1989-08-13,,2025-10-22,Exited,Withdrawal,60,Yes,1981-04-18,2020-02-28,37.05133470225873,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08405,1984-02-24,2026-01-28,,Exited,Withdrawal,60,No,,2026-06-16,42.51882272416153,41.927446954141,0.5913757700205339,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08413,,2016-02-14,,Active,,60,Yes,1986-09-30,2016-05-09,,,10.546201232032855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08417,1987-09-14,,2026-06-03,Exited,Withdrawal,60,Yes,1988-02-03,2018-04-26,38.965092402464066,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08439,,2021-06-10,,Active,,60,No,,2021-11-02,,,5.2265571526351815,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08452,2001-06-14,,2024-08-10,Exited,Withdrawal,60,No,,2023-06-18,25.215605749486652,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08462,2000-11-27,2018-11-27,,Active,,60,Yes,1998-05-10,2019-05-01,25.760438056125942,17.998631074606433,7.761806981519507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08476,,2021-07-23,,Active,,60,No,,,,,5.108829568788501,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08479,1996-11-01,2020-07-08,,Exited,Withdrawal,60,No,,2021-05-25,29.831622176591377,23.682409308692677,6.1492128678987,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08516,2006-08-03,2024-09-01,,Exited,Withdrawal,60,No,,,20.079397672826833,18.080766598220396,1.998631074606434,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08518,,2018-06-07,,Active,,60,No,,2019-05-23,,,8.235455167693361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08554,1997-08-24,2015-08-24,2022-02-23,Retired,Retirement,60,No,,2016-05-03,29.021218343600275,17.998631074606433,6.50239561943874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08556,1994-11-27,,,Active,,60,No,,2025-11-07,31.761806981519506,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08600,,2018-10-19,2023-09-28,Retired,Retirement,60,No,,,,,4.941820670773443,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08606,2004-06-19,2022-06-19,2023-02-26,Early Retired,Early Retirement,60,Yes,2008-09-16,,22.20123203285421,17.998631074606433,0.6899383983572895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08617,,2024-12-31,,Active,,60,No,,2025-02-03,,,1.6673511293634498,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08642,1997-05-26,2015-05-26,,Active,,60,No,,,29.267624914442163,17.998631074606433,11.268993839835728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08661,1994-01-11,2012-01-11,,Active,,60,No,,2015-02-06,32.63791923340178,17.998631074606433,14.639288158795345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08668,,2014-08-06,,Active,,60,No,,2015-02-13,,,12.071184120465434,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08695,2000-10-01,2018-10-01,,Active,,60,Yes,1998-09-25,2018-10-07,25.916495550992472,17.998631074606433,7.917864476386037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08718,1987-03-10,2023-08-12,2025-10-23,Active,Withdrawal,60,Yes,1996-08-31,2024-07-31,39.4798083504449,36.42436687200548,2.198494182067077,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E08738,1989-04-21,2007-04-21,,Active,,60,No,,2015-02-12,37.36344969199179,17.998631074606433,19.364818617385353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08743,,2019-01-19,,Active,,60,Yes,1986-03-25,2019-07-11,,,7.616700889801506,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08787,1989-11-27,,,Active,,60,No,,,36.761122518822724,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08797,,2021-05-10,,Active,,60,No,,2021-09-11,,,5.3114305270362765,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08802,1981-02-03,1996-02-03,,Active,,60,Yes,1980-04-10,2021-10-01,45.57426420260096,14.99794661190965,30.576317590691307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08803,,2020-04-16,,Active,,60,No,,,,,6.376454483230664,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08817,,2014-07-25,,Active,,60,Yes,1984-12-18,2014-12-12,,,12.10403832991102,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08826,2000-05-12,2018-05-12,,Active,,60,No,,2018-12-29,26.305270362765228,17.998631074606433,8.306639288158795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08845,1998-01-31,2016-01-31,,Active,,60,No,,,28.583162217659137,17.998631074606433,10.584531143052704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08852,2004-06-20,2022-06-20,2023-11-07,Early Retired,Early Retirement,60,Yes,2008-06-17,2023-02-18,22.198494182067076,17.998631074606433,1.3826146475017111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08870,2006-10-05,,,Active,,60,No,,2025-06-17,19.906913073237508,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08874,1994-07-13,,,Active,,60,No,,,32.1368925393566,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08896,1993-02-05,2017-10-12,,Early Retired,Early Retirement,60,No,,2017-11-11,33.568788501026695,24.681724845995895,8.8870636550308,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E08910,2001-11-01,2019-11-01,,Active,,60,Yes,2000-06-13,2020-06-11,24.83230663928816,17.998631074606433,6.833675564681725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08919,1999-06-21,,,Active,,60,Yes,2000-10-08,2025-02-22,27.197809719370294,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08934,1999-08-26,,,Active,,60,No,,2018-07-23,27.017111567419576,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08937,2004-11-14,2022-11-14,,Active,,60,No,,2023-06-02,21.796030116358658,17.998631074606433,3.7973990417522243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E08974,1989-06-25,,,Active,,60,Yes,1994-10-29,2023-07-15,37.1854893908282,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08990,,2022-04-27,,Active,,60,No,,2023-04-24,,,4.347707049965777,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09001,2003-08-22,,2025-03-15,Disabled,Disability,60,No,,,23.028062970568104,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09019,,2013-02-01,,Active,,60,Yes,1981-09-29,2014-04-14,,,13.579739904175222,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09029,1980-08-09,1998-08-09,,Active,,60,No,,2014-10-29,46.06160164271047,17.998631074606433,28.06297056810404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09048,1993-03-10,,,Active,,60,No,,2017-05-19,33.478439425051334,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09058,2001-02-10,2019-02-10,2026-02-16,Exited,Withdrawal,60,No,,,25.555099247091032,17.998631074606433,7.017111567419575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09063,,2024-05-27,,Active,,60,Yes,1998-02-10,,,,2.2642026009582477,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09067,1965-08-24,2023-07-12,,Active,,60,Yes,1967-11-30,2024-02-06,61.021218343600275,57.880903490759756,3.14031485284052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E09069,1984-01-19,2017-10-16,2024-04-03,Active,Withdrawal,60,Yes,1984-05-25,2017-12-19,42.61738535249829,33.74127310061601,6.464065708418891,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E09075,1989-07-07,2007-07-07,,Active,,60,No,,,37.152635181382614,17.998631074606433,19.15400410677618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09110,1966-05-19,2015-03-12,,Active,,60,No,,,60.28747433264887,48.813141683778234,11.474332648870636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E09123,1989-09-13,2007-09-13,,Active,,60,Yes,1987-03-02,,36.96646132785763,17.998631074606433,18.967830253251197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09131,2002-01-15,2020-01-15,,Active,,60,No,,2020-08-10,24.62696783025325,17.998631074606433,6.628336755646817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09164,2000-08-25,2018-08-25,,Active,,60,No,,2019-01-15,26.017796030116358,17.998631074606433,8.019164955509925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09188,1995-03-04,,,Active,,60,Yes,1993-02-05,2013-04-13,31.496235455167692,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09240,2002-01-05,2020-01-05,,Active,,60,No,,2020-05-20,24.654346338124572,17.998631074606433,6.655715263518139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09266,1996-03-10,,,Active,,60,No,,,30.477754962354553,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09279,1986-12-11,2015-06-19,,Disabled,Disability,60,Yes,1989-07-08,2015-11-14,39.723477070499655,28.520191649555098,11.203285420944558,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09286,2005-02-26,2023-02-26,,Active,,60,Yes,2005-09-09,,21.51129363449692,17.998631074606433,3.512662559890486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09292,1966-01-08,2017-08-29,,Active,,60,Yes,1970-01-12,,60.64613278576318,51.63860369609856,9.007529089664613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E09305,2005-01-30,2023-01-30,,Active,,60,Yes,2004-10-23,,21.585215605749486,17.998631074606433,3.586584531143053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09310,1990-02-09,2021-12-09,,Early Retired,Early Retirement,60,No,,,36.558521560574945,31.83025325119781,4.728268309377139,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09356,2000-05-16,2018-05-16,,Active,,60,No,,2018-07-30,26.2943189596167,17.998631074606433,8.295687885010267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09382,,2018-06-03,,Active,,60,Yes,1982-02-13,2019-01-30,,,8.24640657084189,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09401,1992-05-19,2004-05-19,,Active,,60,No,,2023-09-24,34.286105407255306,12.0,22.286105407255306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09414,1993-02-01,2011-02-01,,Active,,60,No,,2014-11-11,33.57973990417522,17.998631074606433,15.58110882956879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09429,1994-03-10,2025-04-26,,Exited,Withdrawal,60,Yes,1997-12-15,,32.479123887748116,31.129363449691994,1.3497604380561259,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09471,,2019-09-27,,Active,,60,No,,,,,6.929500342231348,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09484,1983-12-06,2021-07-05,2025-08-30,Active,Withdrawal,60,Yes,1985-05-22,2021-11-16,42.7378507871321,37.57973990417522,4.153319644079398,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E09501,1973-06-18,,,Active,,60,Yes,1974-10-01,2019-07-12,53.204654346338124,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09510,,2017-12-25,,Active,,60,No,,2018-07-31,,,8.684462696783026,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09516,1993-02-28,2016-05-01,,Exited,Withdrawal,60,No,,,33.50581793292265,23.170431211498972,10.335386721423683,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09529,2000-12-06,2018-12-06,,Active,,60,Yes,1998-07-24,,25.73579739904175,17.998631074606433,7.737166324435318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09531,1997-09-07,2015-09-07,,Active,,60,Yes,2000-03-24,2016-04-28,28.982888432580424,17.998631074606433,10.984257357973991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09534,1996-11-12,2014-11-12,,Retired,Retirement,60,No,,,29.801505817932924,17.998631074606433,11.80287474332649,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
E09551,1984-05-30,2002-05-30,,Active,,60,No,,,42.25598904859685,17.998631074606433,24.257357973990416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09561,2001-08-02,2020-02-25,,Exited,Withdrawal,60,No,,2020-03-12,25.08145106091718,18.56536618754278,6.5160848733744015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09594,1993-10-14,2018-07-12,,Retired,Retirement,60,No,,,32.88158795345654,24.7419575633128,8.139630390143736,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09644,1977-07-13,,,Active,,60,Yes,1970-09-27,2018-01-26,49.13620807665982,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09647,1994-11-10,,,Active,,60,Yes,1994-01-30,2020-11-23,31.808350444900753,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09669,1973-04-04,2021-07-15,,Exited,Withdrawal,60,Yes,1969-12-22,,53.40999315537303,48.27926078028747,5.130732375085558,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09673,,2019-06-20,2024-12-14,Active,Withdrawal,60,Yes,1988-08-10,,,,5.486652977412731,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E09708,1965-07-24,2019-08-16,,Active,,60,Yes,1968-12-09,2020-03-20,61.106091718001366,54.06160164271047,7.044490075290897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E09715,1982-06-24,2000-07-31,,Disabled,Disability,60,No,,,44.18891170431211,18.102669404517453,26.086242299794662,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09735,,2011-11-30,,Active,,60,No,,2012-04-19,,,14.754277891854894,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09739,1982-12-21,2021-06-06,,Exited,Withdrawal,60,Yes,1976-09-20,2021-11-07,43.696098562628336,38.458590006844624,5.23750855578371,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09743,1977-12-25,,2024-05-07,Exited,Withdrawal,60,No,,2025-03-22,48.68446269678302,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
